N,P,K,temperature,humidity,ph,rainfall,label
99.98,16.99,46.85,24.75,83.19,6.59,44.52,watermelon
44.07,66.42,21.6,29.84,61.37,6.78,70.24,blackgram
103.34,80.69,47.9,25.2,79.46,5.1,101.49,banana
76.59,47.1,42.31,25.45,77.92,5.97,171.01,jute
92.31,21.66,25.97,25.59,57.16,7.11,156.91,coffee
27.69,4.5,25.37,28.52,93.63,5.75,213.59,coconut
124.81,57.01,20.25,24.14,80.05,6.92,76.31,cotton
19.54,49.83,20.78,30.39,35.57,7.94,54.43,mothbeans
58.73,74.25,84.7,20.28,17.1,6.57,83.64,chickpea
29.93,47.07,17.03,30.82,80.29,6.4,54.11,mungbean
42.42,51.38,49.65,39.64,92.49,6.69,64.91,papaya
18.79,34.88,20.36,29.59,44.08,6.01,48.8,mothbeans
113.24,46.55,20.64,23.01,78.97,6.29,80.47,cotton
31.34,47.47,22.95,27.78,84.45,7.45,57.1,mungbean
93.86,23.51,53.25,29.15,92.78,6.28,22.6,muskmelon
76.21,86.69,52.46,23.72,80.44,6.11,104.63,banana
25.92,124.16,196.72,23.45,94.12,5.93,108.56,apple
120.61,58.78,39.38,25.2,86.61,6.26,211.05,rice
99.87,17.84,51.27,28.47,91.87,6.78,21.87,muskmelon
97.54,48.64,33.26,23.4,84.42,6.01,295.47,rice
20.76,44.55,21.8,29.3,80.09,7.37,50.72,mungbean
89.01,25.33,51.58,24.64,87.76,6.41,52.22,watermelon
125.67,53.72,19.68,24.98,74.9,5.85,81.64,cotton
39.45,69.28,90.76,19.65,17.83,6.28,78.52,chickpea
75.13,21.56,54.16,25.14,83.77,6.43,43.3,watermelon
25.91,66.72,20.82,18.65,17.67,5.72,74.36,kidneybeans
119.24,17.85,52.7,25.44,84.68,6.12,46.43,watermelon
24.79,13.03,29.89,24.58,96.07,5.97,177.44,coconut
28.02,61.46,18.01,24.31,59.21,6.88,47.21,lentil
23.23,116.02,198.21,17.76,82.67,6.55,64.55,grapes
25.89,12.48,12.36,21.18,92.3,6.64,106.81,orange
87.08,43.98,21.58,24.69,68.11,5.66,75.91,maize
103.57,46.54,42.25,24.04,87.03,5.99,215.13,rice
97.95,44.26,20.56,22.46,70.94,7.2,78.36,maize
37.79,65.77,89.42,19.82,18.29,6.03,78.75,chickpea
106.9,47.99,40.56,23.52,85.24,5.46,240.74,rice
11.55,45.11,19.69,27.2,36.12,6.1,52.02,mothbeans
105.77,51.56,47.7,25.46,84.68,5.39,191.81,rice
96.77,35.02,52.44,25.78,81.24,6.49,45.29,watermelon
29.11,10.45,33.16,29.29,93.19,6.05,199.45,coconut
78.48,51.93,22.39,20.73,58.34,5.56,91.35,maize
84.48,51.52,23.32,22.94,68.55,6.22,103.0,maize
28.27,60.06,21.7,21.21,62.16,6.12,42.07,lentil
36.56,65.16,17.55,25.11,63.33,6.82,58.26,blackgram
91.95,37.98,18.6,23.35,72.83,6.23,78.06,maize
102.9,60.38,42.18,22.93,88.0,5.6,178.86,rice
78.52,44.24,37.66,26.2,87.32,6.3,181.16,jute
35.21,13.83,30.19,27.73,96.55,6.0,189.28,coconut
18.36,48.63,23.26,29.17,41.91,7.17,48.2,mothbeans
20.42,18.17,31.87,25.85,102.74,6.01,188.19,coconut
24.67,19.53,41.79,21.82,87.96,5.7,119.03,pomegranate
90.1,43.2,25.63,24.71,63.38,5.31,113.64,maize
29.46,60.83,93.44,20.71,16.84,6.19,80.53,chickpea
90.03,21.52,47.25,25.16,83.98,6.52,41.44,watermelon
28.68,65.26,19.65,31.01,30.91,6.57,152.18,pigeonpeas
105.37,15.63,53.58,24.11,83.29,6.48,49.05,watermelon
22.59,57.59,22.85,21.49,64.85,6.42,46.0,lentil
88.73,21.62,45.0,28.01,91.29,6.65,23.32,muskmelon
112.72,53.61,37.18,22.58,86.22,5.29,261.39,rice
82.62,25.26,29.5,26.43,49.65,6.77,181.42,coffee
30.3,80.53,17.48,22.98,65.58,6.54,42.2,lentil
28.7,69.21,14.81,29.77,65.04,7.05,69.87,blackgram
105.38,14.73,54.41,27.92,92.22,6.58,23.59,muskmelon
79.62,54.4,20.29,22.84,63.18,6.23,88.85,maize
17.78,66.21,21.53,28.25,44.13,5.89,171.44,pigeonpeas
100.99,53.76,35.83,24.45,83.34,5.96,217.1,rice
19.83,48.78,21.91,24.77,47.25,8.27,46.89,mothbeans
105.44,16.79,49.65,28.25,92.82,6.22,28.13,muskmelon
100.87,19.52,50.61,27.57,91.32,6.66,22.46,muskmelon
21.56,132.59,198.32,23.58,81.99,5.76,61.89,grapes
18.89,36.26,47.57,20.68,88.43,5.27,102.59,pomegranate
91.57,30.27,50.49,23.61,86.07,6.6,47.58,watermelon
81.66,56.09,39.3,23.83,79.37,5.79,182.43,jute
133.23,42.13,23.54,25.62,75.12,6.28,76.0,cotton
121.05,38.09,17.48,26.05,81.15,5.97,84.18,cotton
32.28,64.39,18.72,28.0,64.13,7.04,59.73,blackgram
19.62,9.76,37.54,21.54,87.17,6.22,104.63,pomegranate
31.41,73.03,18.52,18.72,23.93,5.69,71.76,kidneybeans
44.28,66.33,93.66,20.19,20.88,6.47,82.44,chickpea
44.57,63.25,51.86,32.53,91.05,6.81,91.56,papaya
35.89,60.59,86.16,18.69,18.17,6.74,90.47,chickpea
82.32,32.46,52.34,26.12,85.93,6.56,51.37,watermelon
115.75,33.15,51.11,29.93,91.28,6.97,22.59,muskmelon
90.65,44.27,23.52,27.67,63.19,6.08,103.17,maize
99.17,38.04,33.08,26.7,63.79,6.27,183.29,coffee
29.44,50.06,20.89,29.6,82.36,7.65,60.92,mungbean
51.62,61.7,88.99,19.98,17.75,6.32,87.51,chickpea
38.58,59.68,49.02,32.99,94.52,6.66,148.15,papaya
101.71,28.34,25.76,25.95,65.79,7.18,183.35,coffee
101.98,49.28,38.57,22.54,84.92,5.55,218.61,rice
115.09,33.39,46.45,28.67,93.42,6.65,23.43,muskmelon
102.16,50.23,38.37,27.25,86.58,4.99,245.59,rice
85.2,47.43,41.42,24.52,75.91,6.04,195.61,jute
120.55,49.3,19.33,23.71,77.4,6.28,72.11,cotton
32.14,61.12,21.18,26.23,58.47,4.42,147.03,pigeonpeas
40.09,66.01,20.19,28.72,59.74,7.52,65.78,blackgram
95.78,32.71,50.79,28.46,92.81,6.54,21.21,muskmelon
28.7,23.99,30.5,28.1,95.39,6.17,149.51,coconut
104.97,49.31,41.62,26.17,84.41,5.66,287.38,rice
33.89,24.13,16.28,23.09,91.66,6.3,109.8,orange
24.64,22.96,30.61,32.83,46.67,5.6,96.67,mango
17.83,41.99,27.96,28.75,53.29,6.2,89.87,mango
86.18,30.78,53.77,28.17,91.08,5.89,22.55,muskmelon
108.29,38.94,40.59,24.85,81.3,6.18,250.15,rice
33.0,121.25,200.99,23.86,94.02,6.03,110.43,apple
17.15,50.46,20.73,30.7,79.53,6.76,48.17,mungbean
38.72,72.8,46.49,38.48,93.04,6.6,138.47,papaya
95.45,84.03,51.19,27.74,82.95,6.1,98.12,banana
33.01,68.51,20.26,30.37,61.47,7.05,66.2,blackgram
101.1,33.98,48.07,29.25,91.52,6.29,27.05,muskmelon
18.48,147.62,192.09,23.47,93.32,5.88,122.68,apple
21.61,18.46,31.13,26.08,98.09,6.16,220.06,coconut
55.67,54.4,50.12,30.58,92.69,6.94,195.85,papaya
32.14,65.21,15.74,23.11,65.63,5.58,142.7,pigeonpeas
97.63,45.89,32.96,24.8,80.67,5.35,191.67,jute
27.49,140.57,198.26,22.36,90.03,6.01,112.95,apple
13.45,129.21,195.43,21.71,91.03,6.39,118.06,apple
74.6,42.64,20.49,20.3,67.04,5.61,97.86,maize
34.9,42.03,21.57,29.15,81.91,6.68,50.77,mungbean
25.13,130.04,197.66,23.2,91.67,5.86,112.43,apple
28.43,80.61,19.65,25.77,64.73,6.98,36.26,lentil
16.57,128.4,191.17,32.07,82.87,6.08,63.3,grapes
115.02,50.37,44.07,21.08,80.74,5.73,251.52,rice
94.69,23.55,52.63,25.04,86.99,6.5,46.84,watermelon
35.26,68.29,22.13,27.67,65.84,6.03,49.88,lentil
13.84,124.47,200.69,21.07,94.72,6.12,112.24,apple
30.3,127.33,195.45,13.53,83.42,6.15,64.85,grapes
32.53,52.35,93.03,19.74,16.58,6.28,83.87,chickpea
81.98,43.43,18.79,21.78,67.12,6.45,77.83,maize
101.63,91.84,46.72,27.19,77.99,5.87,100.98,banana
20.39,66.24,19.98,19.55,22.0,5.66,86.02,kidneybeans
37.03,21.75,6.68,31.91,94.47,7.01,116.61,orange
19.69,41.31,36.63,29.91,54.13,7.05,94.83,mango
105.57,22.42,28.07,25.78,56.53,6.91,147.99,coffee
48.35,49.2,48.75,37.47,93.36,6.72,180.88,papaya
12.14,134.73,203.81,28.34,80.91,5.97,63.31,grapes
20.03,129.32,198.0,11.37,80.19,6.07,68.01,grapes
25.73,11.82,28.94,27.23,94.42,6.46,193.51,coconut
110.49,48.15,19.64,25.67,81.24,5.56,67.35,cotton
88.04,54.06,43.39,23.37,87.51,5.89,220.65,rice
20.48,70.2,21.18,24.14,42.88,5.68,123.1,pigeonpeas
38.04,74.13,19.87,31.26,64.2,6.36,64.38,blackgram
25.42,65.57,82.8,19.32,19.01,5.55,80.86,chickpea
27.53,65.85,19.61,20.37,68.98,6.58,49.82,lentil
36.76,79.77,20.01,20.27,23.01,5.66,78.93,kidneybeans
6.85,136.21,195.5,22.39,90.83,6.0,110.45,apple
41.09,13.41,35.07,18.88,92.25,6.67,107.44,pomegranate
28.98,20.02,42.64,20.95,90.32,5.36,100.85,pomegranate
69.8,48.5,41.41,25.44,75.67,5.4,179.34,jute
88.5,27.43,47.41,27.86,92.16,6.24,23.81,muskmelon
17.12,72.23,23.43,30.8,52.84,5.13,124.59,pigeonpeas
81.36,41.86,39.35,24.66,77.86,6.5,169.5,jute
77.64,44.44,33.62,25.39,82.72,6.4,165.15,jute
37.0,37.05,38.79,31.37,41.9,5.94,94.99,mango
21.9,25.24,47.98,20.99,92.68,6.79,117.17,pomegranate
24.54,50.63,18.67,30.44,38.42,9.53,36.89,mothbeans
30.05,70.94,24.5,26.75,60.37,6.7,65.08,blackgram
101.14,53.31,43.97,21.33,90.33,5.02,235.45,rice
15.41,61.9,16.66,28.01,68.87,6.37,51.11,lentil
34.11,57.61,22.04,26.55,63.91,6.65,64.65,blackgram
19.3,36.43,21.18,24.34,35.79,3.38,49.35,mothbeans
12.21,122.01,197.35,23.75,83.01,5.74,68.48,grapes
103.31,18.93,47.44,23.95,88.05,6.4,48.09,watermelon
32.26,53.71,23.43,28.43,84.28,6.99,52.63,mungbean
114.63,38.23,24.19,24.11,79.27,6.1,64.87,cotton
51.7,56.49,47.03,34.52,93.78,6.72,159.08,papaya
99.62,29.27,49.19,23.85,88.17,6.55,46.08,watermelon
35.09,22.92,31.3,37.3,52.44,4.26,92.17,mango
115.55,75.53,45.65,28.44,74.31,5.95,120.59,banana
23.6,66.35,18.49,14.64,22.35,5.91,93.14,kidneybeans
25.27,51.58,15.92,30.1,78.54,7.06,50.19,mungbean
104.58,19.64,54.49,29.66,93.26,6.84,25.16,muskmelon
35.39,26.0,26.58,29.39,95.96,6.04,221.33,coconut
29.63,71.07,22.42,17.92,20.08,5.61,74.68,kidneybeans
20.28,24.76,42.63,17.62,87.08,5.84,114.11,pomegranate
44.51,68.02,20.09,24.04,66.86,6.8,67.14,blackgram
41.23,66.72,19.47,31.87,65.81,7.6,60.74,blackgram
115.76,11.06,48.73,23.9,85.08,6.57,53.47,watermelon
93.71,81.76,50.04,23.14,76.32,6.08,101.31,banana
24.34,21.6,45.84,20.44,89.5,6.77,117.7,pomegranate
102.12,33.01,30.45,27.11,56.69,6.32,178.85,coffee
46.72,52.95,51.92,28.67,93.56,6.78,142.64,papaya
103.18,51.15,41.69,26.17,80.09,6.2,183.98,jute
19.91,18.12,30.1,27.83,91.36,6.03,152.9,coconut
22.14,21.18,14.14,18.89,90.61,8.64,109.29,orange
35.4,23.97,32.14,28.18,94.1,5.64,180.48,coconut
92.4,19.67,50.32,24.7,86.05,6.71,49.5,watermelon
8.14,124.66,199.98,22.88,92.83,6.23,110.24,apple
56.7,59.34,49.51,36.32,91.31,6.64,148.24,papaya
94.58,37.56,47.75,27.74,90.3,6.39,23.74,muskmelon
107.99,25.05,48.6,29.25,93.16,6.31,25.12,muskmelon
120.39,44.44,20.42,24.73,83.42,6.37,71.09,cotton
24.52,123.52,201.31,26.59,82.05,6.19,66.09,grapes
95.07,42.96,45.38,24.0,85.42,5.82,164.11,jute
77.98,39.69,40.76,25.55,83.63,6.09,171.61,jute
29.22,126.29,200.43,15.02,81.64,6.41,67.76,grapes
23.88,58.56,18.81,23.1,64.1,6.04,39.51,lentil
102.54,51.69,38.97,22.65,83.92,5.9,227.37,rice
22.01,24.71,38.06,28.1,47.31,5.96,98.11,mango
24.21,71.33,19.94,23.35,65.15,6.02,43.28,lentil
22.88,130.64,201.96,22.0,91.43,5.7,113.64,apple
34.54,48.29,18.83,28.26,77.08,7.0,57.89,mungbean
14.6,14.23,29.54,28.13,92.48,5.81,196.49,coconut
112.38,42.03,38.5,23.51,85.12,5.58,258.69,rice
98.81,38.45,14.5,23.49,62.49,5.87,93.85,maize
18.03,24.35,34.64,36.72,50.6,5.22,96.1,mango
28.45,36.55,47.21,20.3,92.05,5.89,113.48,pomegranate
118.26,53.72,21.84,23.02,77.47,6.15,87.37,cotton
28.87,61.37,16.49,24.32,64.2,6.48,44.6,lentil
107.65,36.08,50.61,28.31,90.37,6.48,27.06,muskmelon
31.94,24.86,19.38,11.43,90.96,6.6,107.65,orange
11.65,136.81,206.9,21.16,83.9,5.93,62.35,grapes
11.26,40.93,23.74,31.72,44.22,4.74,65.72,mothbeans
95.29,32.44,32.35,25.96,68.35,6.42,168.91,coffee
25.41,71.03,17.45,18.46,20.74,5.78,80.38,kidneybeans
40.08,73.9,20.62,20.33,21.22,5.75,80.61,kidneybeans
110.85,82.74,48.79,26.07,79.58,6.15,111.87,banana
99.82,27.2,51.21,25.27,91.33,6.44,46.63,watermelon
17.47,65.43,23.54,26.32,64.61,6.37,42.0,lentil
44.0,65.89,21.28,22.05,65.74,6.16,42.95,lentil
99.67,27.9,32.37,24.57,55.77,7.21,169.22,coffee
28.56,67.48,18.53,22.31,58.35,6.32,103.63,pigeonpeas
57.08,60.67,48.35,34.41,91.44,6.75,162.37,papaya
48.99,51.59,52.94,23.64,92.09,6.74,145.84,papaya
33.02,17.47,13.19,20.95,93.21,6.66,114.97,orange
30.94,43.93,22.13,27.96,87.95,6.76,52.02,mungbean
80.49,47.75,18.25,21.01,57.99,6.91,69.45,maize
111.33,40.45,50.63,28.95,93.8,6.43,25.46,muskmelon
32.09,33.46,38.95,30.43,48.23,4.94,95.42,mango
116.32,42.85,38.9,23.73,88.6,5.21,274.89,rice
46.83,66.78,21.42,28.36,64.88,7.02,80.56,blackgram
83.08,57.65,39.6,22.75,82.47,5.13,264.7,rice
66.1,37.22,22.56,27.99,71.92,6.46,92.43,maize
26.13,128.88,198.23,24.79,82.51,5.8,72.75,grapes
19.16,74.82,23.75,21.55,61.36,6.36,42.26,lentil
95.12,61.3,40.31,26.0,80.22,5.74,193.46,jute
111.19,52.28,24.93,25.38,76.64,6.57,73.37,cotton
96.96,21.81,33.09,27.14,55.58,6.69,173.21,coffee
96.16,82.1,51.21,28.4,79.17,6.38,94.32,banana
26.76,15.1,33.66,33.1,48.7,5.09,99.23,mango
117.87,21.75,53.74,26.46,82.5,6.76,45.06,watermelon
39.03,14.38,9.81,27.4,93.39,7.39,119.45,orange
98.26,28.12,48.44,25.67,86.94,6.32,50.43,watermelon
22.77,55.7,20.8,28.39,35.47,7.22,43.76,mothbeans
20.99,70.7,24.84,31.37,49.52,5.64,139.3,pigeonpeas
126.4,50.33,21.88,21.98,76.12,6.63,64.95,cotton
103.64,56.84,16.6,23.41,82.27,6.49,68.92,cotton
4.71,130.22,193.32,21.91,91.01,5.88,112.33,apple
24.15,56.83,17.21,20.66,20.77,5.68,87.0,kidneybeans
125.99,52.12,18.52,25.39,78.42,6.78,84.42,cotton
23.59,32.75,30.87,30.77,44.97,4.92,104.04,mango
91.16,50.77,40.15,21.5,85.89,5.96,272.49,rice
7.53,113.23,194.72,23.11,94.48,6.23,119.11,apple
33.47,125.46,198.26,20.79,80.98,5.56,63.54,grapes
18.49,108.66,198.34,22.76,92.67,5.26,104.59,apple
39.71,72.34,17.39,29.93,63.44,7.03,65.16,blackgram
24.99,33.17,51.37,18.98,89.44,5.36,110.96,pomegranate
45.67,55.18,49.82,33.77,92.66,6.82,135.94,papaya
64.29,41.31,22.35,20.29,63.88,6.46,72.9,maize
25.27,28.84,27.07,25.53,92.2,6.3,224.51,coconut
26.73,28.14,36.53,32.23,53.11,5.83,87.71,mango
28.53,125.07,190.36,22.14,92.55,6.31,108.95,apple
36.76,120.6,199.96,37.19,80.62,5.91,71.78,grapes
34.12,13.0,12.01,25.38,91.96,7.23,112.78,orange
28.3,34.51,42.41,19.01,92.11,6.53,100.29,pomegranate
15.43,59.45,20.73,28.19,43.86,5.84,197.66,pigeonpeas
20.01,27.77,42.97,23.14,91.94,6.26,105.51,pomegranate
91.24,85.83,47.99,26.12,83.86,6.25,109.51,banana
99.88,75.5,49.86,26.41,80.4,6.17,99.8,banana
26.74,54.66,18.06,31.12,33.52,9.4,47.2,mothbeans
30.34,64.13,18.83,26.29,62.96,6.32,62.94,blackgram
34.83,46.15,22.34,31.54,87.42,6.34,53.73,mungbean
60.63,60.83,87.65,20.41,16.88,6.42,72.03,chickpea
46.89,63.23,19.32,29.96,65.37,6.79,67.18,blackgram
95.44,32.11,29.4,26.66,52.14,6.13,170.11,coffee
125.38,51.99,23.38,24.88,79.6,5.83,96.68,cotton
24.22,24.44,35.21,38.59,52.88,6.48,97.18,mango
45.74,48.57,47.73,35.88,93.84,6.78,186.99,papaya
20.87,13.65,14.12,12.48,90.7,7.01,109.89,orange
111.51,48.45,17.85,24.03,81.88,6.23,76.09,cotton
21.13,17.33,43.55,16.82,85.62,6.18,110.41,pomegranate
16.71,136.15,196.07,30.13,83.4,5.7,65.38,grapes
89.5,76.81,51.9,25.42,76.63,5.85,104.84,banana
84.93,48.66,17.85,24.08,62.12,6.3,117.0,maize
28.0,13.25,29.08,28.68,95.5,5.49,163.03,coconut
28.8,56.55,21.42,25.9,55.22,9.42,71.5,mothbeans
24.15,24.1,41.32,32.66,48.04,5.46,100.61,mango
23.34,19.17,26.74,34.42,51.36,6.03,99.61,mango
27.13,121.47,192.21,21.53,90.67,6.25,103.03,apple
104.87,26.48,51.93,27.71,92.07,6.44,26.14,muskmelon
27.18,65.23,19.54,16.54,64.45,6.61,41.84,lentil
28.3,13.24,44.21,20.81,88.09,5.96,108.03,pomegranate
99.63,71.64,50.05,28.62,78.5,6.1,109.26,banana
30.03,132.3,200.6,21.21,92.3,5.93,110.75,apple
35.08,26.15,13.45,14.12,93.17,7.78,116.85,orange
35.49,54.96,47.63,35.87,91.02,6.74,189.0,papaya
24.83,75.49,22.71,20.77,63.32,6.61,31.5,lentil
119.7,56.65,20.37,25.14,77.72,6.17,94.84,cotton
94.6,21.67,28.43,25.06,57.56,6.5,201.24,coffee
17.94,9.0,29.47,26.3,94.87,6.17,207.39,coconut
26.02,67.66,18.21,26.43,66.33,6.57,44.38,lentil
6.6,120.05,201.12,22.52,92.02,5.97,115.56,apple
106.86,20.21,49.61,29.02,91.7,6.36,26.48,muskmelon
33.08,63.38,18.56,31.34,67.58,6.6,69.54,blackgram
43.98,67.14,18.16,29.54,61.0,7.6,58.83,blackgram
32.31,70.72,22.45,29.98,38.96,5.54,126.59,pigeonpeas
49.69,70.17,83.46,20.78,15.21,6.59,87.5,chickpea
81.95,41.86,40.12,23.95,82.74,5.99,190.15,rice
130.21,52.64,21.75,25.12,79.77,5.55,79.28,cotton
28.38,55.81,17.1,26.16,46.99,4.99,161.67,pigeonpeas
32.63,67.29,21.14,17.6,20.71,5.72,75.67,kidneybeans
79.12,63.62,17.99,26.19,73.39,6.04,92.11,maize
101.22,79.88,47.94,24.65,78.21,6.28,101.69,banana
72.31,57.61,44.98,25.75,83.92,5.85,199.34,jute
18.97,18.91,7.69,17.82,93.33,8.3,112.39,orange
50.0,54.02,50.68,39.21,91.62,6.56,181.92,papaya
14.5,27.75,28.74,28.17,91.36,5.95,191.56,coconut
30.95,45.64,19.38,29.97,39.66,4.24,48.8,mothbeans
106.86,55.29,35.6,21.43,79.9,5.65,261.53,rice
13.02,140.54,205.2,38.11,81.66,5.71,63.5,grapes
18.28,74.14,25.84,21.42,66.34,5.98,50.2,lentil
55.21,54.42,51.87,24.64,92.18,6.82,183.87,papaya
32.83,55.83,86.98,18.88,19.27,6.49,72.32,chickpea
43.77,67.32,94.54,18.95,14.34,6.72,73.21,chickpea
13.11,121.51,195.44,22.05,90.9,5.72,107.32,apple
105.72,29.88,49.71,24.63,83.29,6.79,45.68,watermelon
121.22,55.16,36.2,22.65,88.17,5.48,253.31,rice
45.65,60.83,49.13,24.72,91.91,6.62,159.02,papaya
19.91,31.5,21.31,27.97,74.93,5.69,59.07,mungbean
84.96,42.29,39.0,26.89,77.97,5.8,189.63,jute
35.89,59.73,55.59,26.52,92.14,6.43,129.2,papaya
23.06,20.23,40.38,24.77,87.87,7.17,112.19,pomegranate
31.79,134.42,196.43,21.62,93.04,6.28,117.22,apple
78.15,43.7,40.78,25.47,82.21,5.96,150.56,jute
34.96,66.56,18.08,27.18,65.77,6.27,62.93,blackgram
76.98,45.07,20.43,22.86,65.02,6.41,99.88,maize
14.95,26.01,41.28,19.15,89.3,6.44,112.64,pomegranate
42.11,63.64,16.16,18.57,57.13,4.57,138.83,pigeonpeas
100.95,17.28,50.57,27.21,93.81,6.51,23.7,muskmelon
9.0,48.82,18.78,31.49,82.57,6.3,54.75,mungbean
42.23,60.01,22.71,30.53,65.5,6.75,62.41,blackgram
69.49,43.17,41.44,25.94,86.1,5.81,182.45,jute
28.6,20.87,31.53,27.4,94.2,6.04,211.03,coconut
48.89,60.49,18.08,30.17,67.57,6.94,66.24,blackgram
102.11,42.82,15.54,25.16,79.94,5.41,83.76,cotton
90.44,20.57,53.11,25.46,85.94,6.47,43.06,watermelon
9.0,64.38,18.68,34.09,46.15,5.99,154.24,pigeonpeas
95.0,85.89,49.42,26.16,81.02,5.85,112.47,banana
33.83,121.55,198.18,22.72,92.97,5.93,120.51,apple
20.66,122.24,200.42,22.45,91.41,5.77,103.27,apple
15.23,70.33,19.11,24.09,66.74,5.79,41.58,lentil
42.8,59.01,51.51,41.44,92.31,6.68,154.09,papaya
28.71,49.9,18.98,30.76,78.27,7.17,55.77,mungbean
80.28,47.69,22.35,21.34,65.48,6.08,79.57,maize
34.72,63.01,21.86,26.58,49.36,5.81,157.57,pigeonpeas
105.23,34.26,34.04,25.88,56.17,6.11,188.02,coffee
12.39,17.45,16.16,26.16,92.57,7.24,109.86,orange
23.01,30.13,40.92,23.21,87.17,5.84,113.44,pomegranate
27.07,47.55,16.07,31.19,80.21,6.94,47.18,mungbean
87.14,36.71,26.45,26.65,52.41,6.98,198.27,coffee
113.45,57.97,38.72,21.77,84.69,5.77,272.83,rice
34.2,57.62,23.11,30.69,61.7,6.54,45.01,lentil
30.96,4.68,30.78,27.77,99.17,5.62,220.04,coconut
111.91,28.73,30.86,26.98,59.52,7.03,183.55,coffee
65.88,60.0,21.75,28.98,66.96,6.2,58.69,blackgram
36.48,71.66,17.69,19.91,46.73,5.62,164.89,pigeonpeas
25.17,118.87,199.85,24.59,81.01,6.56,69.29,grapes
81.33,21.82,50.99,25.15,84.23,6.79,47.9,watermelon
20.18,4.83,14.01,24.05,92.54,6.68,109.83,orange
97.01,50.46,35.03,23.12,85.89,6.3,224.45,rice
26.4,57.82,18.77,18.0,20.62,5.72,84.23,kidneybeans
33.59,70.2,92.5,19.75,18.78,6.52,82.64,chickpea
91.53,28.71,29.98,24.87,61.01,7.14,179.93,coffee
88.19,75.3,55.28,24.99,79.19,5.91,102.89,banana
14.85,28.43,34.14,32.22,49.96,7.36,88.35,mango
118.49,15.19,50.68,29.68,93.25,6.54,22.58,muskmelon
31.8,8.43,10.01,21.74,94.21,6.98,112.25,orange
82.55,42.2,38.54,25.1,76.87,5.72,190.02,jute
82.68,52.83,39.74,24.73,88.32,6.13,193.14,jute
100.34,18.59,48.86,27.44,92.6,6.76,22.26,muskmelon
31.52,40.09,21.47,30.27,75.33,6.78,52.66,mungbean
114.03,42.34,21.9,23.78,79.8,6.35,82.65,cotton
27.52,122.35,201.58,22.79,89.57,6.07,109.96,apple
104.54,24.59,28.6,25.01,52.49,6.76,184.79,coffee
24.89,47.11,20.6,29.61,85.49,7.1,49.75,mungbean
29.52,64.71,25.13,21.56,70.26,6.26,38.12,lentil
97.58,32.22,47.54,27.92,91.24,6.52,22.28,muskmelon
84.96,48.44,20.91,27.91,64.71,6.33,98.13,maize
26.05,67.96,22.42,26.9,66.23,6.11,48.71,lentil
24.66,14.76,30.7,29.47,95.6,6.54,164.8,coconut
40.21,79.38,87.12,18.29,14.73,5.57,68.12,chickpea
34.36,64.51,17.84,19.71,20.41,5.88,92.71,kidneybeans
102.82,31.43,29.68,25.86,59.81,6.79,172.49,coffee
97.74,91.48,48.24,24.65,79.83,5.98,108.85,banana
19.07,42.63,22.7,25.3,41.89,6.81,50.84,mothbeans
101.14,24.19,52.07,25.42,80.6,6.44,43.85,watermelon
96.12,70.41,49.63,22.36,80.88,5.76,105.82,banana
65.72,53.44,21.52,28.61,63.53,6.52,60.46,blackgram
115.08,24.95,31.48,25.37,53.55,7.03,161.32,coffee
34.14,55.31,20.36,18.86,57.6,5.69,162.59,pigeonpeas
84.53,48.68,41.55,26.21,78.55,5.78,185.35,jute
42.18,70.47,15.63,28.65,64.36,6.85,70.97,blackgram
27.08,130.3,196.98,21.79,85.16,6.23,69.05,grapes
32.08,122.27,194.24,30.21,81.97,6.21,64.1,grapes
44.57,45.42,49.18,23.07,91.41,6.56,165.17,papaya
26.11,18.65,31.79,30.85,47.46,6.29,99.05,mango
26.6,52.39,18.92,28.82,49.13,7.47,43.81,mothbeans
102.93,46.43,44.66,24.33,82.02,6.0,210.76,rice
24.42,76.52,16.86,19.92,20.58,5.72,94.88,kidneybeans
23.85,139.88,204.41,23.76,82.35,5.75,66.95,grapes
98.29,24.5,45.73,25.79,84.78,6.9,43.98,watermelon
29.45,15.07,15.6,28.51,90.41,6.71,105.72,orange
111.33,49.68,27.5,24.7,86.84,6.46,73.7,cotton
21.48,61.52,20.86,18.41,21.05,5.66,82.12,kidneybeans
9.0,64.68,21.38,33.2,45.37,5.49,184.62,pigeonpeas
28.37,80.54,17.46,25.78,54.16,5.72,120.53,pigeonpeas
58.54,75.13,91.14,18.77,15.56,6.11,88.17,chickpea
25.48,31.8,42.77,25.1,86.4,6.06,109.37,pomegranate
23.43,140.23,191.36,41.45,82.14,5.98,66.76,grapes
34.43,23.22,30.1,27.66,91.24,5.86,196.64,coconut
120.6,85.99,49.61,27.1,83.11,5.81,101.74,banana
18.82,33.93,41.95,17.62,86.5,6.16,104.18,pomegranate
111.27,48.66,37.23,28.0,85.15,5.76,239.28,rice
97.3,82.33,54.88,27.7,83.84,6.15,101.44,banana
97.36,77.66,48.49,26.5,77.35,5.87,102.42,banana
109.45,79.05,45.32,30.08,77.51,5.74,110.52,banana
115.43,39.03,20.17,23.18,77.36,5.98,104.85,cotton
103.13,29.3,53.49,26.39,83.65,6.47,50.02,watermelon
15.67,48.96,18.48,28.23,77.47,6.91,51.59,mungbean
29.55,36.67,34.85,38.5,45.69,6.18,100.83,mango
39.34,33.73,47.56,21.54,90.8,6.63,117.8,pomegranate
